Connected to /dev/tty.usbmodem1101 - 2 loops 0 phase difference
H_min: 0.0000 | R:   69 | Data: 48346cbcfd20042986987efd3e9a971a5dc8b00bd6eaf07a9c50ca56bdbfe73f56a617efd949d8ee82c5154b91b3f3e1d256ed0d84ea3a6155c74c6b2c2d67022b2d0345de58f482c2169e1e3f5cbe57d02c18c6168dade79a6b34eb2d0c929e603753a20c4effb98666116075506d04cd92ad7a650cc4f31caab32af598aa35
H_min: 0.0000 | R:   74 | Data: e359c483b422ea2acec4fb2ee3c8dbaf77024149dcc4725ee6d84ff54630177bc96d868e49b20802d549c350df3da1f4dd348771e40df4057fcca85b2216eee9281f9c716ab17b188aca9436457e03e395889bf586899c43409bf42f50e6cee470e8b8a7eaceda8e99760f1b74245bfae5ebd844e7f8456e18cf5b58ae7ec96b
H_min: 0.0000 | R:   74 | Data: 6a29b9525bf323030765e32bc7c6f8ff0096efa70d5294af025454aaa6a8c25483510d88c8c3852ce90b4c84352e79c92e3ecd8b126a4934bcadcc08f9c7d7c6d644c4aa9f7697365556efd326fec8ffd4ad283f95245620492f41631dd40db885423f81188c9df486cee4a7b142d40a26f1cfe5cd4657655581539aa7e6e1fd
H_min: 0.0000 | R:   72 | Data: 66830037a14c6b430d082e5eddcf28be91ee42a8ed777f89b5e27a6b3ae3b460e950c35e8bef313754e1561d1cd4c54ec283a9749ae341a0abc26d3183aac14c34917ce5a996637a540d114ff70bb0861da479e8d4baa5bd77c1239d7d1073d1028bb02c0c62f04292260c2b11ce039ab6b77a809d74c13dea027dbccd67c1e3
H_min: 0.0000 | R:   71 | Data: fcfb85f4632a2a281e747c3a64bb65e7b4b1fac4bac6786f438df6f5ec976a3cce8bcc3c9d693179e9aefe99d2d7dbfc1dd2d930d5b0109db37cbc28743ca6248dc02bc76a9ed57351cb13236d3af0bd98e6a30bc8632174efc055fb380300b31f61477b4beed7d1e3662bcd8525077583ba047cfaebc6ca0c1fb93c6f68ecf3
H_min: 0.0000 | R:   70 | Data: 39d78d6c8e1d5c1c4a31f1d75b935dfaf3f7d2a32534a8f727a04d77c5b13d3d3ee248ff8cac6029fed9d409af17aeebd972a5f1a43256ea4eff7b6daf732304fcdf5c18bde6996442d5d70c882f5d1ea245c1be1b674ad4a50bb2495d47ad360f2f0fda771499caccc6e187aed02ef6f0dd7172e3364f04b5e40c5f29511d20
H_min: 0.0000 | R:   73 | Data: 6a407ea9ea46f0c585cb56abc5fb4fd453aa22d84527d8492374ff209a1fdad5e453f7d6fcdb21571d229d02f7428a68606ffac73217345a9fb4ba9f1ceee2925949422bb24ee9c179cf8d9966b1a2eee98e52d024ad6a5884e3d276f12eea664a84f9f9bee8ca45076089ac45c079624c6f45987e266a00c0234c255b488e26
H_min: 0.0000 | R:   71 | Data: 183687ad855cfc97b1d44fec671ef676cea92de3521d94f15c6584553794a7b3afafa4106adfee561c2aea5ec2b936a3c3d75f246d7f07f0f18d6fd402a0f5eed358a711b8d169e0c5934f40449bd718425565aa4c3a391ea17b93b780c79912595e4ec16e7f0f832323862c4869ae6b6b59396752af6ccf1ff82afe878c972d
H_min: 0.0000 | R:   68 | Data: d04dc4957078e7c8ff122873ff66c00ef733affed7d5445c3ccf8b6253016ef4e82792a2f9a16f9d912fdd5ba213476b962624a86bd0021127d2453afdd0faa2fc68b3499cac393e4b9f7e8ae52d579d09ff8b1e26d11c889775061063789e78896485230d7931547ac94d6d11cb52cfcc8d038863a47e5df6870ccbaeb807e7
H_min: 0.0000 | R:   71 | Data: d62c53b8c3270c1cc43b9c38b972fa715373a7a50cae7dab1317d0028502ed8c79c1a43d9db1eade8b22ed6630fff0bc1b358f1e9c7dd4a2ef5eeb3414dddf26bee9e2f0369355828c69eb10a59313a01fd8f4b49b0d92a58abb2d7fbaf84fa5d6a2bd7c6832bd226ed24a7cc5b999ba862c66563679c25100e0ef0a9e673ae2
H_min: 0.0000 | R:   75 | Data: 7b1955ad0c4ab300cc5d1c6099be5e9d515ecaa8b161af3461025f9b58fa1b7c9ffc4aac0d0b068f3fa402ab13bad391edd6280ad4bafe9125b4d5ffe0a6855db630506b2acb156efaadffe3ce4c61f2383feba11843b237ca0bc2995fa50b4767214b58ea02ab20988faa148197b0f8bc8fb2fb38232fae360e99f5ef4a57f5
H_min: 0.0000 | R:   71 | Data: feefcc866026a2c120fbf9174bffc6b677a629e664d4d4ca228dfc3e96015f8a352c80219b41283ebcdde56eead301e8d8cb65d2c21b6746088add355691cdd1f31bd497aa22022511e29b1c483f138b8c0c588dea47f2a1a92bd610a8116a3d3b6c75df73804c59bbc39425dbde356c47352a9420de15dfe16bca996aafce31
H_min: 0.0000 | R:   74 | Data: 87e62ca5aa990ce4545ac09e32fe10aa197a05cccb0ca6f35efbc06c1265cb7f6c39e4b42d96d73d6704afa53c7c9059ba84fca23a4d0ec8b10af52f6f8ba1def8dd2872ee5134cba897c164329d6710c4b0e66b0d1bf93385f691d343d6a9dbd66d16eb3e228ab47529528b97fcc8d336997ba316b4846d6a41f53066fdf2c5
H_min: 0.0000 | R:   74 | Data: 3047ea98c99aa44c5e85cd65d0848f9d90f7563fd992ec83c0f64d52298da59665e2daa518cf575c11157b2ccfa4eabab4c9a50ccd82cce09ecfe2fbd62833b8123b880d14e667e9180d7285192846a3d54085b57ef60582ee3ee9965bda6b200eef190e9819dfd350c80128290146fe6739de09dfef2af9062190963ac0fac7
H_min: 0.0000 | R:   67 | Data: 6ec9d7093875b9bf3da3a677fec35397f51f53ab6508da83876e50110cddf985341f634cf47f421fe4293627bcb00dae86c24cc275989875a2a8d2c60d610162595b78779de7497608be1061bfcaf0c10adfa5e68dc688481b2e87cd85a12a0cfe348257921cc2e9c2e0b909cc5ba31096da03d41c047947662d7268d936e008
H_min: 0.0000 | R:   75 | Data: dc0650e91747a750f1e18c1b29c0982ea922b6cb83def5fcb80539b1b8d294b26f9d2604f7964443b6bb8cff1a8107949250dc0dc454ef79c6488eba501133d722f52e63dea0202e4bf6dc5d46addd34b3c05bc0717f8a0c53f7cb2015f16812cbf815dc03bccb51db01a903cdeb92bc6b5276935793d40d3ffe370eae7d324c
H_min: 0.0000 | R:   77 | Data: 71c5832d1a96df3ee0e756aae55d08217272e94d52742fa63596efe49a47b1067a8af63a01f4f6e9f0603d193a23fd3ac754bb71c2c8f8d4419662c82d1f4333c6943fb3037e2a410a225adb9730690af2be4464ee5d1d92dc937597952354cf7307b2d799380a71b028d973d79b25a7d719dcdbc698c5ed8ecaba28929f0042
H_min: 0.0000 | R:   73 | Data: 6c94039a6e9098ebd243b2f5b0b49faac48dbbff2759d7d3a2c1e311405e63de39d1b76db437acd5ce2e1883098c86201fa49b6935bc3e8f995f67b99b7f64f72931ea969b9dcd2415509e58b04e8a8bf0fa5951232555cb4aac587f9934963b922b9ffa5cc28e3bb22ae3d0d601990253a6eccc391df0f959c0b6e83275ad90
H_min: 0.0000 | R:   69 | Data: de5fa1c475e200e3093e55b9df78dddb86999fb7ded559b79e98b34aa4aa2117bf4b1785c156279480e2caf78d51b4ddbba0c85d578cc8ebbd5a70dd5318c76dbe8561c334cae519169840b4aaf6bea2f70dd54807522cd9a1505fd5c10210e15cccf2fc6f37c203def36f9cb4c7fa0e092696dfce276e25439951a9ba8b280c
H_min: 0.0000 | R:   71 | Data: 57901a4b7e14a73b4d72194ae7824aff9eca095ccee5d6bc9ab0333da144f3153b5114492e39734ab4a469c473b1f7454cd342ae232d9ec8a1fa89e37f0becd3387442da7a4db3f6349ffeb27ecce8fe4e9ce9c625ee516b2eb594ded3bd13ed7333381e7726b69a5e7a61fd12263aaaba605a1f84db389a5433998acead5c85
H_min: 0.0000 | R:   67 | Data: 624c5dc785a3c0806a82db6ad988aff5255121b7a7c739d3b081562d37272ee8e77ab6aaa3f53d41f424e160ab7eea0867ccfc9369c28bf6d10a444b55def0895e7aa4e868451d98f1e0600beec4d4ff11417c8c2b3a747cba31ed3d7cee0aa232d923463e112ffa98c901f591f631183b56cec166ee14edfc6b29ab7c80f672
H_min: 0.0000 | R:   71 | Data: a9e8d0b60d84c2c03eddd40809f5273585ffc9e43a05ba64307a89c20d08ccb1cd46d96f40bb7bd4c035bfc5f83f4ad79000a9e46e9dd91185287951bc2087a553fb12d18ade66316a3b6b6f6a1518cfa49ccb7ea8a2d42d92d487f61cf429133d37ac618d41ba3022cde25fc311f4b243bb6135bc15eee19709a8f75d7c15c4
H_min: 0.0000 | R:   73 | Data: 06e1663ef120741f855fd70edda193ab65c7490486eabcbc43b8a32cd10a958bffa946967e18fb63da02fa41a8f9edb1a265e1dfcc02ad711071b5e4afc7485beb4e8fc2aff0318f617c93fec0ba15ed5ae1cb2b12a42818f0ce20462504b04c6a7ae084adc78902df194162c0f7e674817a93e30c2df4e571bde96bd3c59c36
H_min: 0.0000 | R:   71 | Data: 2db8f3a9aebd1ee5b001f13e6266bb89001338a87d865dd3978695fc58c0adb5d08f0975678c790aebbd2f6488aa604f7954f49901658516c3f9e1d691c85064efcbc9c496c5810b04ff1c88eb6715b8b75da15756bd06587c11e010cc2a402e5429c9caf0085b061228201ca898ccea55f5d8fb458536b95806bb67bd1f9137
H_min: 0.0000 | R:   66 | Data: ad0557cc368fbe5245a792b7a1dac9517f3f2905db0dd2756896b2fcd447309977fa5d7263f44d6a5583740023cf9f955f595b2d6498512ef839f3ef7fc8182b1098485fe2f76643d95c8b3d79ab42cdcaa151e31db3ea784689fa3335dd544e1576b05159b998fc14d1092dc7da31c796d99d7974f4b8abb4e3e54f0d1bb9a3
H_min: 0.0000 | R:   73 | Data: c09c397a44cda4be210ad899adce8b9c017329c15579df6dc9c4793e3ceb15834ef1ae296e1c05769e157414aa314d58aa983540ea69fe2e4ee414860e12c444f503cc9cb012a2efa9479e39ba89c29a712152c7b8225e76280f52cf5a4868a6202d7270f75266e4b944d420302c3969dea325cc18bafd666bd7e60e98629cf7
H_min: 0.0000 | R:   75 | Data: d1b0d3795d1b5d112c0bf79b5890dd933623251d73a7e87e1d1f0815836b7351431c62630514702fbf3c7087c2d1cb7155bcd03f35833ccbb11f5903efd54a462af3f4efe8f13054c6b749973f6744d9ffe5621850cc9ead7d1f76dfd15410e084ef4701c45dd11a6ecfb743ba0101da8f75d3be4ab6f96fb5a384f8283b54ce
H_min: 0.0000 | R:   71 | Data: 11bb7c2664cafead7420d9d60e60fd0423bbfc8b5a2d99b8c63b2f4dd4a47bfbe927d9988057312864cffc0f7411a1b3fe45a4053ed400ba32259a40dd12dd8c6b022ad77ee5af6e6158b9d591b9d20de4a8051da023a4fecc54a4c76f94802801a7142295c6353790676817a2d8381c36688e073c25667ed1b5a46b6082d332
H_min: 0.0000 | R:   75 | Data: 14969c8756f2bcc66e71e78bc8ffc27fd0bfe009ef19fe6b6594514c48e9c5da1c5cdfa885b1df208341a3ee1abe091e6b49f67674bb51056ff2a1f78afd7093d9d122e7a0c0866dc24df6cbe831766a4d41d8f213d078a237c22ca7d41f64818616f180d121e31dc463cfe344e1dcdf63c6be13a28c060b4051c5f1191916f6
H_min: 0.0000 | R:   69 | Data: 60902979feaafbe2c02072f59150e6d3dfb108e1b48d94b65b003772d7f6e2099c0a9223fe96e8abaa4ef61092222cfa5ca3d4a3189a37ba0533c1daa8bcf4c9e8a358125bee67d659f1f42fdd1f57db8fa2d72dc75f4040ee33c5ee3893e0c962404ec9df910929457cf7cbcc87a6cc535b6e2da1e9702fdee82b3d447da10a
H_min: 0.0000 | R:   76 | Data: 7d35e22d056134cfc8a0565a57922cf9ae0a21add1fcf8e6247297a7c2477102f66cce056511bf8faf5ee8ebee4d7a78d6efde824db6f43b67f8aecaacc2acd1b393b5c16dcc9eb7d6c24fec86fb39419a0f1a3702973417c64fbe2e6effdd2e5dcf743b6a64471fa0b4a29c48c5fbeafc88d0861c6b16b2131f9c8b46d4ec18
H_min: 0.0000 | R:   73 | Data: dda5dd7e36ffca1041eebbd573e0d3a185e2cd76c8427aba1bb9e74854f483b113e0875da3be76ef5d4a605e579093ac2047bacbb360974257f9535afeaf66a8f61d8a57fb0c299df11476e63cdc9b793611a391129ba535d678feffe22b47ff6d9af8380a129253678a3bae4494a6d224bc68c5c3a236768d72b7cb8965d05a
H_min: 0.0000 | R:   72 | Data: 7a39c42caf46de718b02894a88f9fcdd3c95f305a42cd6a67ec7468ed8d6ef9ed823156af98023babdf12e2f3e6bac2dc1dbf8ea3f2e6552fe3e9ca45fee0777e57a480572f1e90c9deb564e013311418edc532ed56552a4c4eadf7c94e464305a40a84e233925da7dce0fa05907439d9d70b2286a300fc6d10e2f5bb2010e2a
H_min: 0.0000 | R:   71 | Data: 56a6138314d9b55a4d231a4fc8ddbd13fd3979382e7df35f2a26619ca87617a043333e82dca2491a970b0bd6fb34e06846ba9cd0e4518c80b4b3f3c6361bc698ed82287399ddf4a1d7f9776f282366ef6641deb86a1c1e8f13766ebbee903d47cf386bf858c1f0d24132357b6846d4c2f35a7d53c62aa6a204d513bb98717ad7
H_min: 0.0000 | R:   75 | Data: af7d1fbe26d4a2e54d1526f81764bf97cab7eca9304fd40590a6475d581dc16a3b60d1038a3606dc80c9e2d92ddf1b035ea3cd397362f8ece92fd739676b7d2d56e84635f8430d04fb6ffa566514aa3f13264b2989e58550c9920b8077bfe2cc44fd957617bbf78cadc3076e705172e21c3eabd73f87e0b21d6dccf1a3ac891b
H_min: 0.0000 | R:   68 | Data: ee6b351e20298cbba4b378fcfdf7da904d7b2c3ebe08f186d1e123839f44456c70f5f8ddd3950793a3a30a0cdcc842665eadd7713294f0b08907a3ec16f3c88792aeed1313aa024fb767b3ced60c7626405504cbae8ba1ba415d136c43459e9c65c6f85d9cbf3f4580414ff9a3b94a116081283cce8a54f3ab346446a319676c
H_min: 0.0000 | R:   66 | Data: b55962d41c570891b3b9c8d420d9794b88ce3b0e63992234c4c01af5a6ef3e9e172872642b372a8d9bd4a604882992a31ee9d7b1adeec720f36986e4d35703cc82c477dc86c175c10b56b274a13e94299aace77d925e18375fc694e66053f6c57058a98dcf676b195efb82a9504e2e16fb050fa0ecfc39344fb8b024ba0a73fc
H_min: 0.0000 | R:   69 | Data: f8c5a32d0fead2fb0dcb3c98f587ab4b7150662de10cf411e20eb7bf6b416ee396f5dfbd91371148c8e2ff270c54d23c7db6481a97e25756660fa3064b6d5b452a658e32c7b9f81fd689a5f66a1a8fed6aaac5ae473820719c7a473c7dba169f5b73543117c6e9b82988a6f07b9ebc2bbb53fdd5432298f599ed8adf0bcd077d
H_min: 0.0000 | R:   69 | Data: af5814d6cb36d56bc5212f60b3ae6dda27da5122e108a8a64cca99e3b91329cd3657749a31af92384ff355c6a383c81040f5c60b5e3d2a44b2031b20f1686c8dd1b23de7f67e11dc8590994a88d53b75af92c597f64a761056c686f4f55747b7a52137f502dd9f7beabd201e28ec9be96c62219535e10451dcacb07c62dbb299
H_min: 0.0000 | R:   71 | Data: 4c35a7a0a6fe831139fbe4c2cba53d58cd557d7d4bdc43e746a19f10dccddcbb3310ed8b622f39dcc45f24dd6c5b9ee0060742c74936a26de98332229c025801644de8ff8c2d31d29896b3444e9385cd100740c7a73096697751f26c052200187c4b26f5d50280fc5f41270e1077282bd5b8fa687ef31c26fea0fcc2e548d269
H_min: 0.0000 | R:   75 | Data: f4a857f964301310f7ecc7449110a0c2f197f7b64c7ae269444f8a23005d0d829fe5867ee9fdd80564ba322580379c5955dc45ef14d99491a3ae24e3efa6749230598cf3bbc4774366a0c4211278628e9bbfff53ff7f412047bf73cd3b63e214d2899775e1e179bec093012a203f01205bfe2bcbc6f9a4cc8c93544731ac8708
H_min: 0.0000 | R:   66 | Data: 8a7622ba9b5fa959447662a63716495f46a30924d6e13690537d257de86e1f6e5461b04b4e2772bc2e6f8e0143f39d0c6a4cc21b948d0e04f94891b28f29f7ab6fc00a44700e07714e334660f06a3955a522b1ca622d09dc42bc3429700b4389731fe92eb5fad5bcc83bdd04cd4ba04e3def8a8af4a016067be65825c3dd9a67
H_min: 0.0000 | R:   72 | Data: 805870468de9e8bbdf88131d2d35ca5a1b38dbeaa25c3445d727dc976d5feefde8e2b0d69252f87da8e6d8406a4f2ac2038533069aab01cfd8a99ca5ddc8ab6f24b39c870e55c593c9196a8ec51959e9d5d81904b115e74ed3969ef6527fcd429e3a5c8bb9ec9a565f5b3c9ea8251eae23ee976fea808a5eb8962c4d558c6234
H_min: 0.0000 | R:   67 | Data: 8c9c3d14473638987ef1e0c114ce553932f8b0f1c2c64f391764dd207ba464a670eaae58fc7bfe8476976c20368860bb323524dcc0afe34ba0c245d2120f409a0074ecc4413797d643e2042b01436f78d1eb37ea9c0d0505a0a43303280fa869138ca0f0d5f296678567f681ae74c9bb6c27aed42d76c51a51914038b33088c9
H_min: 0.0000 | R:   74 | Data: d415035807a7a2eb7e7263a75ad071bbdb6840bc1ba000dc62df4242376640c0deb62ce8fb7872b3805997b1b13f48de21c9a8face9b6cdf1eed7e0179d20f55dbf85b1f819719e6ab99fd821909349d0d7c73b19fcded8f52ef649790bf616e1f763dff04cdc8063b860c3ff8edaff05b83576cf8601e802095d85d6cf08893
H_min: 0.0000 | R:   73 | Data: 054393e5d93a58cec58ba81edaf48a195aa373d6ef0dbde71c185db51f879919524dd48037b1258f83331008e6ec58c26e7bf3f8f388247f160316fb37df129e1871c4714aa14a2aea4e5dc2b8991ca88df50c671789a5922793b6f5d8b1bb2d98b27f5d707877135bb830b314553621b88a967d7d54de8dc74a39095933de36
H_min: 0.0000 | R:   72 | Data: 06fcf21655118c4884b952ce42dc957c461a2c942337abcc6c5cb93f16b909e9f1db7650628516a32fbc7f5041e80a8320659f3d3a0a78d124a6943ed0d377509eecfd7208a36a54a2b65bfb39c43dc831d7575bec9a1275db55279bbbc0c52342caf8e97d79ed0a363cb59e1dd9df788aeaf4da7c700af0d997a1a2f2b02baf
H_min: 0.0000 | R:   74 | Data: 1e61ab4fde969efc251667e74e4760f04da0e23c32968d8bb3e334a045aad9955eb9063fad5731ad3bb29362bcbe9ad437a716861f57c2302c50f2676e2850b7c3d67a23bd28a29659ee2dfedd62b40c87cc0078c07837b22b5aaf8daef867ead123312152355998ea22f28d3265592f1f316de0c3508b1c1a7f039ee2c868df
H_min: 0.0000 | R:   73 | Data: 9a54dadc13d5ae47491c73d500e28ad78433d8c72e863a6471da98fd20c4af8b95b795f1e68b87719d363fbedafeabf5d45351489418fa5a5b692ddb8c4755e4364b298bb7d783f677710703dc1011e6de9bdf3e027361f469eaf21ce69d285eb8dcc03aa96cecf2818be26f7f4689e81d842c130db4831bcbd0265a7d5dd9c4
H_min: 0.0000 | R:   68 | Data: 3e2cbb352562af349fd28c965125ad5431a7d39c4447e7de96d4fb3376b303530dbc817064de917438dd32835e4be8a8349addf019ef65215bbadcfa15b816d5b319eae3dbc99bd4dab472ad2f678188ed9c420566c4c73c134d6b72f72d58ad20a179775214efd601a73570f81d5d67afe72a47776cd84ee6ac7f9db4abd6a2
H_min: 0.0000 | R:   72 | Data: b1ffb08a939ea4957bc9b23f3d9ffe1581c152c0f74964d404451e9587cf8b68c1f7263dbb3cb2b93d78e9d3ee10ebac1e7a438aae916e0163811b729127d7d74f27beaee0ee5bab18c2888e7b882bb4ac2eda33fb4665fa325a19267d0c53fbf604819f61c236c0671c7de56cfcdc4c19ba1ef35cef68a0ee47c8ab14be7a5b
H_min: 0.0000 | R:   71 | Data: d5e40b8d4dc992bbb1373675c9dee34f2edba400ffad28f7b34686427cf25ec1b4a548644efffe4cb11641e1e0247139a25e15c67e0231bb6c8a35255c9735acf787869c430d1e22e03620e49c5a6a3105ff6423884b9d75583058367e67d546004ab4112d48dfc2afd6a4fd137e9308ea5ad14591e8965709fa06101001ef0d
H_min: 0.0000 | R:   73 | Data: 05af3ef59534c351d57b74a923887de29eb7d606d5f9d77811f707159271cd585bef118788c18019464cafcff05c95f9ef13f342cd696941feb72d0372abb268c246db2d7f2df04781176a4b1f31a8709015b0ee80384a79bdb55dcfef5354396878f22aacfa39159bc5c9c5a0a9fc759eb3d937f9ef77c09b5418ce00c2a6d3
H_min: 0.0000 | R:   66 | Data: d78700771631b4700acee3a8e8eb48f911e264eb649c9e54386aced81fd330badf019a403b9164a3dcf25c8189212627fa497d589389a3ccbd62183936353d6906bcd3bd698333499a9720f43551c93b6928fda8d7304f1a69a2e98227a5684a051c839689618f49361d7c525d69850a7e90a92d5d8452f918b35cab660df98a
H_min: 0.0000 | R:   69 | Data: 08fbce187582254b05ea4e73efd410b16750e9ee841017c131133a678fc333ee0c2e3f611f4b29abffba71f3a424c70849580b4df003ccd56e913bc1b9510c6a5228a0546e8ec5b6522df7f2f0208ca9f853d3a506bee140a95600e9c7b4123feed2acec61dfe2cfecbd84ecda1fd21e7a2752d58290739e962b519f79aa5802
H_min: 0.0000 | R:   70 | Data: ee95fca530285da142700eb6555f52244d53b7a164ce5edcd1c140d7b35b38d45b6785e52e58119b76171f9124f09411d81fae2e04bdcfebcdc921c88eb479b9733cce1ddef45292b5bf6d678e68540d30a37ecb852910fc59ae661ea306aa875118ed5019b64199d8fc0690cc98252abbfea481b4fd7f7b7e1015fb8f5d69b4
H_min: 0.0000 | R:   75 | Data: 74190c9967ed572e53bf7a919e625e136b7786e7f7ea82c18d3c077cb56e3290ae9800738e49c68a7ee975ef688b218fc1b80724982927cbaf42ea267618d6bcc7c3619252b3667487361757ea366e18067aa45a99782ef388d6d48e085c938b9c623427aab773a206d903064264e1a9a2b4f51007ef2d502e864176470989f4
H_min: 0.0000 | R:   69 | Data: 54365667099b1bdfe9060b762453313ac12dd763662515001a4262d6b6d7771da16f5ab9ae2fac612b423cfb9896ab452fe31e9efd06bf6224e95ffaa20361f300f644ff93b971c9ce76cb48941e1fa27676ebecf1bc8e2ea3f1b802226ffb7cfd6ba57b2e89cd939600aa6fde5aedd30a019e3f7fda8740a5e4d1c918bdc082
H_min: 0.0000 | R:   73 | Data: 9e6728de5bde74aec078571c408fa0997e2a072d28b0fac5048cc9390b6fa2c44fe07c00eb9982319048c16f6cc4b1e51a2a8f6ea2b6c47acc08a3631cd40ce2f68b8531b854cd94dc4052b2eee265879b1bfab96961188148a349307f0a92b2c17989cff7a2d89c759a7f719632ef0d0351caa0ce91828ed259dee43f6ccd66
H_min: 0.0000 | R:   67 | Data: e9da57d28c4b3b8c14b1372b3d75072da074aa34d36a2289dc2e7be8c64f74d3de4cc36affc79753edb7a0e81e840a281f4f05d35fb18fac4449a39dfe3aa4a763d4e56c51df3b12028c11759ac2fdf22deaeb64133d0851694d0a63cb30ff0d7e8524ba18f902a452dc68cafda3eb48a66c82f87d847d27f3a31c4fb1cbb3a4
H_min: 0.0000 | R:   73 | Data: e07f69f1fe221fa9eb8de9e152f7d347cbf1ad3f0c822bfff125d5df36b60cb4db046d37e31de1ba57ece029b2c0c6e13ee4c9315e9df4ab048b8583e2bf3fe5ca857e81139d315cf911675d2c6bb2b4d2b1adf7cedafe51990251e8f35ddfe5ee886708031ce099354575ae612faac08832a871dc896b976a696e25b2e3ace8
H_min: 0.0000 | R:   74 | Data: ae5da9974f8388cda66dacf23feba8a81a3c6ce5563256db6699fcecdfa685c64246effaf5730185b380a8c59ead60022417fa6abf0701a34dbd095007b38ad3847e13b71ceefef703bd0d215d0c2e2eaafa9b00cbda067b5a7108e6de4ebf092cdcef4f4a00d7a28c4f9bfb7c7d04677e9e01d776b5ac57cbb3571e713151ba
H_min: 0.0000 | R:   70 | Data: 908957768996f7a230c19f18bb7d8bbe68bc7e75c88164be4a2ae1d052ca667da2d845ab97de54feeab5d05a3e48e5f261828dc7a5ba8ca43b2e306786905e2f217b827e8045c14305e830702d4d011d68f3c708c54d210e7515970e30d46b83e276fde36e892ac7567071aa8e675b89d62e7057cbdd23a037eb4dfa0d9d8189
H_min: 0.0000 | R:   75 | Data: 340489376c97cab75e89d1fb8f89f5cc1aad6a4f74c376d4d1a309cea00051930b628dff10dd6596fd354bbc76bd51169b86849e78977fca5be364a9d167c2cbdfa41d592358a328cd2bb83e84a05f48d4171aa4a1e263d12f4bc284cd3fe84954ea76c69cf3858adfc1100a6f249d9d880b2f723d621aa626117f2f276199bd
H_min: 0.0000 | R:   73 | Data: a5846bd63eeee55756c64809cc6492c7583ffd3cb8f5f9bb5770aacf83292d85db8b3381fe6860bd6f97df90eee95a3596be17581dfa5c68bf168ceebffa8fd064eff790944e3143696c17ae04cd341b823c0eb9c4955eb5e886dcae73cdb18f29331c1f19ef53899d88abb36b59bf425422ecec98a6d498e85f0ed1eec27dd9
H_min: 0.0000 | R:   72 | Data: dea7e9635e1338f1afaec74e16d4363e48b426a8461ab41d14bb5f3c4811f9e3730c6a55d44b57278d90a4943e3094684f2d90fbc8440841f62a809f9ab42c3dfafb3d4ebaf7257485ebe0f99776cd9abbe8affda75ec2abb473423f65e0d7586e5121e739b02a893d7ee03257c0b79dd6323235080d4ecc176f8bf432235eb8
H_min: 0.0000 | R:   72 | Data: 07ea3c02ecb3388c9e67da165de5e1ccf7163c3a84d6730b5cc77823959ab8e2468c8f4fc080328013ec9824fdd632d4b5d301bf9779401c39bfed18753e18b31402f9d6d2e653b66f11951ee5fd40913aa65986db85bf1c20826a8ea04b9fc3b2d35cdf837afece0880f37a843f9ec1adbdeb49f0e7327fa4cd47645f41caac
H_min: 0.0000 | R:   71 | Data: 03723c0ed9b601150f737a9d7953289a52c03abc5d171788cb6307fe87b7f52725f31c9e2fecd570e5261ed92a272d01d0ce30d1f55ec9fbb08d98e094db2214c7727129679c61d25cac45666df4c8dd7685d4f5e290fb412badc5cd1b6e0421648900195f25741bf23bb4503ab2196cafeefbde2cb237dfdbf7403aa81dea1f
H_min: 0.0000 | R:   67 | Data: b46e8234fddb96befaa0b36dbc037c0d4674a55f6b618ffb6e94b3be264aec1e180f2ed73ea93fa4f344323c904784b97329efefaed1fb044a19fefbe07cc0f82eb1e1b917c3c3cc625e41e7d94b5ce99f555a6b46087ea091736ac4973b7a8343f324de46cdab0977497f814dff158329ed25953207e2a4b011b900a5861679
H_min: 0.0000 | R:   71 | Data: a248a80674a72de852b7c944b4bf49084afb96ad475288b476a20afed23d531583445ffeb1606cafe8fe6447312f202abd6f216ce73111da420a10bda1e29a647805b72ac057d5d1bb1d308b5d8bf6ebeed890e8666575a2f6648f819af1099f1d1e24a90c9c202f21aab3f25670d036efe53e823260a785d742f0b082e04b75
H_min: 0.0000 | R:   71 | Data: 79685501c0854e2ab6758325898cc3df3227ccc1dd5b777d8b58cc290a402e12c3c3a7d6bd9ee1b51267f3fa18d96063242e0273450a5c8841f6f509bbd7cd5c5cacfc8a78df75e9c49aa3860f62450a3dd07afe88aab9fccadfcf33b6d837c1553af008ff6b3fd4a20720c4b68fb40606035a6b0321bc2e18c04e58a2a52f53
H_min: 0.0000 | R:   71 | Data: 49352702b4fe42e83e852579346672fb72fbdbc333c85088142f3137ea36be1826e19ecd89d658f9cbd821d837e5a1d0766400e6fe43f3189a325bea52c36896607a1423ad5612f8e04cda17a731e488e22a420f17812210633b41b85b281f0db082a3db1f7586a54e9b1d57faaf8919510b9e956024e0b4e5bba806b25ad9ba
H_min: 0.0000 | R:   72 | Data: 731b2b1ae56facdac4710353ddfc9c76dc04011b63b1c42def6310b627a15356f17bf8dd03c3c70848818c7404c8f3de72b5c54a2015593d6d955f5d0c371d7fc2508921d075e69ec717a4c53b491431ac9eb95d08d63d9c00b7298e66dc0a7e33e23d031f1d834b7ee19ede803b28390640a825157a242348761520a627983e
