Connected to /dev/tty.usbmodem1101
H_min: 5.9320 | R: 1100 | Data: 7fdce90e5699ab46a058073ce8745fc924a5440c8b100da977fd02b99def4c107e442294b030816b675ab6e03f7d32183328d5c3ef80e01197ca3a1acc111f3d7b869fe55fb05525e0935bf64743ab8b1cf44a19a57743efd8cb4a1010454e7c4995e5ded1bdeec3baf1e469e5544fa8de621beff188b30c7b5e1c75567f324c
H_min: 5.9320 | R: 1106 | Data: 9f89cf11b469ab98bface5ca3ea97c8338714de8e69fc8ca4bd8ed668f23d3a89216d4c85375c03e18eaae1a417eaf7d325a301d93e2099daa6d45c44be43dd5e4730a15c85d8949a2c424a5e4b6e9a8ca1f98768cd36217f9ffcf12e0ac3694f26a3f7087db32b785476664f3fea4d18e656b8eb3b994b4fd51e91ea7e6618a
H_min: 5.9320 | R: 1125 | Data: be28813c83e30e2857e634ec10bd50c7a1db17d97835006d0387ef27d14fb24b18ecefc358b5cab3ddd82456364c77330b26d7a2b5bb91d3b7378b5e40cfa45ef960325a2c6f885e191f92eaa629e7f63eee9d91980f2ecb4544f8056c2c61d4645d44bd4bc856b67ace989003e9c87e4e32a716fbc418762de2f65dac1db7dc
H_min: 6.1425 | R: 1119 | Data: 21f6d199154f956d33db25c01d8474f04c08a45de455d12e0f3cb64a3fd3641247a59ed25945266e8843165ee3a52d7bcb9e7caf626b1dcfad6b68de4de6ecd5948f817a07ef6e8ed4d6554ad3dc06cff980e338dec7977d24be18c9a7acfeca4b18bb95a56e7a595418068b808c1094bfc912342d17dbea6775738562ecbb58
H_min: 5.7541 | R: 1128 | Data: dbc7c4a8e959eff6f95ba5f53bb1e248640d867f36d66d062d8dc9adb57a79f623c0f307be91c0ab631345532dddf94d562ab37d9b7596224d51d31e45b9c9da642773f93de009850b5a2d613e839782d7066a7fcedca9ad5d3e4fb3db4f239a14af581cc1a0544466713be168a7f9107ac9f87da8cb61ccda49429915f49d59
H_min: 5.6000 | R: 1122 | Data: 4e1bde871c5b55ad22ef4e9cf736aed6118c7714ea2ac73b3e41290dd89717509d44c87f22062990756eb1948ea87a213f162c4d8ed0f807696d46413cef14ac7a0e8ff75651adc054e542316e25124779260a8c7de7ae8368071416a721d361d3fa8b743b68ef0c92958221d8327a4989eb918cc9c1f381b8e15d6d0d1c821b
H_min: 5.6000 | R: 1144 | Data: f63017b89f8b943019a409b163a89d84602d95b6de61d6ee016967093c4894dbcd4fefa5ca23424d051ff415143cc62d74bd22a61a462853f29685f6935fef5d8ee8bec9cb810d9baa50c14d4442fb5d79ac4b9e57c97d412382049823bb96d62cd9b5c82e4eb77f4851933a11815953a153865e016eae019628b81c2ae54e76
H_min: 6.1425 | R: 1124 | Data: f2dfe8eb5a99cc18156ba2f2784d0435284a3644372a78641d6288c875d1455504bea41c03b65b220985f3b78eb0167e5dcf1f466b91cc0aab5d794d5f33abbe42ec0498fb2f7087e536656e5484e09c4d9e38acfa483445c9aa58901e00af5631e32886fbde3bae2eb78b8e109f89699de2c2bf19e70b3752dac0a1a60c3913
H_min: 5.9320 | R: 1129 | Data: ee6db310068c1202e3d0b0685a401e2b6a87daedbe3b8162e988d587efcb3c44325cd835a05e5ba0fc98fd98e5724fd7d0b910c79f721bc8213179b75dc6fcda0d4a4ab893d7cb857d6c81bc5e2a5a56b863bf673c999543969ec3ccf309f1f053fb16d7cabcfd37651e518e51d23680e247a6e651c9a9500a8541b87bf03ec4
H_min: 5.6000 | R: 1128 | Data: 95eb9cd9ff4c4ce066b3ece378cd4efaf750012423108cf83b778f2db698d86095cb78656f238f2409094526cf99e99a9bf1ddabce6dae4495377131723b4772f3ee8885bcf9bc4b4f5c2a5f04d70ef459136c62efaa6877680141c2cb52309d2513e106c557e70255e62c0f57fe2af1708ac2e4f532f3ee001437c86bb9a79c
H_min: 5.7541 | R: 1146 | Data: 376f0333694449ddde06911121273dfc3c2f3790c60a4bc900602518eed6476e6ac00fff0b6eed4880c3c23e907c085d062c8cef60f0dc8dc987fa2caa2094dd1c62364ea2a3f3f7eb105744951219b22aa8a3f895c6a42cac7b50d951837e4170d93a5371eeee1f53202ade01d94cfae56267b4f077dd05a3ae5b69ae73c284
H_min: 5.9320 | R: 1130 | Data: 587c86dff4a228405a9dff0dac73437ee84e056cd29aa0acba1a601757ea5651c78059b3ea5351ff1d5e05d6944ddd36a5a3684fc7cfe653168557c366d90ae00888a9d6eaac7d8f813936f467d749c81e4822ea77a12397b51bdee24475e3ceba1c00968e02a429de215315eacc7eb6cd9ea8a826a182b014d5baf6d7d6d826
H_min: 5.9320 | R: 1118 | Data: d0b5189bc7dfa67aba6401f147db263dd90bceea4e94cc8f601d7ce5a5a98ffa77617ee7c0294398db9af9dbc0d15ee7b2eaeaa373a032356c4d232852be5f61a7dd5d5fadb2bd041a25caf63ac51f6b348952d2f404d32b20e6ebaca479f74e318392ca54d1e83b4d5d262708c45dcf9f7b122afa6fbd44ae75bcb138d16b56
H_min: 6.1425 | R: 1126 | Data: c98e7d05ab82203978ef408c1219cc5a0648e822813870fee10c52162c183093b9d871e52ad93e17baf4ab9b6dc7ecc301531fccada725874f5891252a028508e12885e40f413bfc6b6382a0b2e18a1a2ad8c98310d063d9fa53c4e398df09377a406b39fcf3a2516bef692aa4120bdedd8d67cfb4f9c93f958a40c93664b3a4
H_min: 5.9320 | R: 1137 | Data: b508902f372bc1716c82808d547931808a8af836f79a38c910c10b4db88112f4e8a998b014a9339a7df39550e5ebf6029fc81173173539a37640a83f524fbb044d09ff0b0147ccc660b31c6b3449816c5557c9c20081e92566b49e4e1edb59d6e67d395aa5df87d7b447d98746468d4f91e435d1cc9d4feab6ca9c46a920ee8a
H_min: 5.6000 | R: 1130 | Data: f23884e819defb78174afd039518a01ff94e488a1ea4361d740cd5f009c419fd164bf08ac8b3d60d4069ca1d4082bba5152dd113510d92fbb8c0872a80c8c4daeb996d17071114e7fa5961ec656d84c4bb3a8b43a2d9c25788a67030ab3a034f4558d49dc8944684a272f8a17de760dbb615855a9da2a70cdb8c0a8210a22e1e
H_min: 5.9320 | R: 1129 | Data: 8dd30fd54d129e1db57e25c5653fef688afe678afcfda766b8c76cae22506d0e75e46aed72a56a84c256049b42654f05a2a1c2872fad7fd8ffe1c05b2fab396465fbe5494a266e8900c5f6512f334e2408e75b71eecbb114519c669d89caca59fb40577475e15000a2817684810e37022e10e50352a2c8516e6c597202414b00
H_min: 5.9320 | R: 1105 | Data: 23302e9f1334b400c7eef7092c771bd642d9c1778574fda3ebafcb29231ddd35c1e342f444a0d2fa723dcd474c90c6440f524f2d79a89fb5012ce6cd614b6ef1f78e515904cdb9456d75254d6bd13c5f224b71c95e6164b11e7e5c6a91d751e00977565f078a2ca668c82b93e8c181ea4b86ad1ff0eb765e911b5ff124377566
H_min: 6.1425 | R: 1133 | Data: 9b6cce9622b11789747fc242280a3c8259152075115355d5341b70babfc8c400c80b1af1a9353a1c8a6da6186fddfc80bdf8eedcca9283cb4539e4a628cec00ec542285cecac324a51f8420cba889c29be540240571dcdb774092358b743c05badb616f31c31f0db01b25e341894471a58d669cdfdc208054331144935bbb509
H_min: 6.1425 | R: 1119 | Data: 4ac8ca549a6b6941448f6986196e2fa2f7145e7b378d939c24b9b2cfd909c7ef584f5cae17faee72a92f4fdf727a5530512ba8030fb54f4519a6ebd2e0f1848ecdadd80fedb9e2d1c6af76f47482f84e40b88ef54aa15dfc4ec43e9ee5f5cba2b63657ec2c405a5e278f85c227aaca66068ebe90a627e459198eba396467c361
H_min: 5.7541 | R: 1133 | Data: 3c4d15137172463ee831618eccddf56dd60dcd58661f826b8837b9d9da33da81739f5c1654747a4a2c28726e50f2babd6e464adddac9174be2ddcd468b64a0793aded6ed3c17a097ade45a5713bda01c26fd105ea0ad6b61e444f3542fae9e9b908f7f039e734b06202e82be23808de2ed082575522fffb10a2377ea5044ed22
H_min: 6.1425 | R: 1127 | Data: d6b8992e7edcf7f11f9b231815fdbb7efe505ab15604335de2b49051ab0657b2cc6aaef25d23baa4b30da5f453865ffba7b99e9e814dbc618b0bddd67a050d453c9a109cba8c5fe24aeeeb21a98753ccf32867efb333f79504a6ad8ca3c586f1f39fdc7681fcee11794606d21dd9aeb321b19daa5772a37adf594a58c3e82198
H_min: 5.9320 | R: 1130 | Data: 9654e9a83862753d5268e610f7f1de675a29438aea73c4ce1ca8d764cf58c4ebabe36b84da288aae64d7a8f2b6b64232f9566bb36e41d8a3f96c0cf1eec36dfb3e2a918e61d539045a2553de4dfa0ea6e7fdb1f8f9fb83039bc6c3119c1e36055958295681686be3ebf9285dc3c5ce124d694e5102950d35af49ba40dc12e1b0
H_min: 5.9320 | R: 1099 | Data: 7a8eef93f5509218cdf56dd71e3e036acfbbf9b599bca9827ad0f5f9f97c9efc24d640a25639cbd1974da7e00ffe7b440028901ee18125dad26dec2754ae8ca8abbc8f3a278830a45335450869f64ba1273264dc319e5b98101d8558a927e2ea178ac086a0318050495c315b8f80463ff9100c02718e3569dd007ae694d4ea1c
H_min: 6.1425 | R: 1120 | Data: baa72c7ab4a56c4c0befad91bea1a19eed70ff6e2762b9e33b238cedc3909937d450cd91ca5201a9311ded24ca7a4859a6177744d3149b85020c2ac1a7e351f091dd610e4a308f82bb7845a72111d65c74035457a06afa848e5c58af6088246a383e7a8655300c81ca038d0ca818ffac308c8bd6741dd3dd4b5fc7731725ff3b
H_min: 5.9320 | R: 1116 | Data: b6672e7102e20c030f9bb7293aaca343db14780fc6c2c7c158e92439b50cd999e07c2f15b213d987a09f3f174cd7a7e93afa71dec705606ca5e4c28db8ca027bbc496953a8cfb13df404ae1408c26d8fbb9c038dbaf5da0362d6a3f7e829c12a7e5f70c40c4aa1f11c86a90bc409b1c42cc62ce63452224bae5d1daad8590c72
H_min: 6.1425 | R: 1143 | Data: f267ce0b1d67d7acacd74d6bfc0ff85177c5f95ce109d2ffc5bad4d6185edf3a80df17aa66815345f57a84120fbe5168f0873def186b55667531d9eca5dea0fde00ae5445624545be9dc5cae3a83a264aead5192ba21645c05e9e392aeed71b1da25ead9ba548e9ec7a1e22929fb10aceca34119173c2441c4d3fff79c7a16d1
H_min: 6.1425 | R: 1145 | Data: db84be50bab10679bd0134822f8b63eb53622ed25782ef25d4d80c35ffd0a81b963e53b6431e86f86a3a8ad37736d2414ee448a70fc9aa32d9fd65c4ad9e4fd5511450ddd3ce3d2ed5dd66395424df767892e451ca4159af95043e8a098224ad30aac8721ff6aaddd540c3ba9917bc4f71badfef1b8904bbe5a6464843ee0a4f
H_min: 5.9320 | R: 1127 | Data: 968b90cc3b201ed2322f3a558ea64cf194ee15fab79f6cc2df6e6a203d9c013bf953323ccc48206b403903c8e88b068ce525cc2ab66791c8b6f53aa8dbdb4021b8e815884a9fabe0168a08485bd6aa4fdca47d42b413eb35b2dd57ab13bf0407f474b65abc78dabb0e3fca0a87ddaf92b7a15d4975b9c5336084e0c6199e413e
H_min: 5.9320 | R: 1121 | Data: 265140f8cf6937563aa118d99e2a141b3433edd8dea90abc62fd2828e5953239ee3077befaa7ebb95c297ce26f1a840a28bc0716de32f04da57e17b531955037064136ca8a34501c9981b7792c7d068784a8aefe7b64b5126cea9ae29f493c933f6ec6092e711f611324bbe41c3af9da58b25315cbfbe5773cdc90c3c5dd08bc
H_min: 5.9320 | R: 1150 | Data: 95a5270f1bc02e9d721620ac6fb4a50fb1c8cf60414f562afcf45b25b8fa553cf0ede3d50410e210056f462d2ea6b8831dc0d55b06d198c5b82d39b91216d2348c5e2b192b9e9332a2f033a27a72580c036df11faee8cd1ec1fd757e56cfc553110452628701ee3dce3f94cb0aa698dcd3284f25ae94bdfc58734430d01b901d
H_min: 6.1425 | R: 1105 | Data: 0d7c52ed4e84201f49f8a79550b45291422482d3079da828964b592b15b1c68ea1a43dc64cd0cc196bbfccef2d084971dda2548b637e9890af78edfd9b1345fe24a2a88741a1c7ec18c4ee3746adbfd45754526001cc5d4539914430727d62867332b95143242a587d421da2896581a8d74d6153af8162d095bf4701085b86f5
H_min: 6.1425 | R: 1100 | Data: 7fae13e96f97a8e4a0fe24379134427907b600b400457921204fc0821505185aec1deec23b7140e5ded582476669bc9fcd880013f6b4048d07dc101a4f20e12a57c6bd7ab0cc172227022cea73db2c086483ec2ec5fb1e67883dadf48ee4adaa6f2188edc4cca791aa08c07ac8d34ee1fff206b24ce099d8a0677c9791b99989
H_min: 5.9320 | R: 1106 | Data: a6a248b33b99f42643a4bf5b42a7f4601564697cb7fe979a150ea4d6d9afb20634446b4696c96e551f086dcaaf4ff414b03a4833e154c7d9d211dd275c729fd9927086af3ebf0b28386163eff8650b7a378c211f10de1f69c75a97c7f686a8666c6f73ed8de58369e6527fef18b17f448637efc8dafb6d4814629c6d6e8bef88
H_min: 5.7541 | R: 1122 | Data: 8b8a3b6f1cc9a22bcced5d9754c51e245c04b83fbcb11e9448542b06b84c4f3e1484a2f593bb4c3ac903c0fb18aefeb0ce628fd4a57536c08c96ad0840e1f818a509711a1465e944d5c67b197f48135bb01daaef8ee46e34d6933fe25ddef1a4976b6ea98ea908bf7031aea66e8de5400a02cc3049378fc743acf04013ba7f98
H_min: 5.9320 | R: 1123 | Data: 9ded24895d08dff9b30496bb0a4bf5dfbdb4cac6252c9f1b031fd411efa86ab255c42fe7f975da7bf8f9e2d5197370c2f3945b47335ecce7a522445576a665e155175de993c7fc6a3955b74cb9ed459ad08d25c30ffa90ba4c8f071800ecec66f2b2cef41ede8299c7cb105b1cf081ebfe32d44005f370bd377a17b9948a5c22
H_min: 5.7541 | R: 1153 | Data: 8f9ca59889eee17c4d2617b18283ad419806e346cafc43a3325e12c6b4362e19588467abeed876ee67733afb3ad9115f450acc6957c4fe685a0471b21a350e62fe0a779e3013057fdf6a55ad9100295a28a82467d8616b20ebf5fed48550f4f8d823c658ff6802106b6c7410aad5531b8df5501fa2fff92cc6a2a0cdd054c376
H_min: 5.6000 | R: 1137 | Data: b36fc8d41d1b7c2e61dbf9710b6b0fe70374da3e0ad75b484307c8e6741cbcaa60ac2a1006c25c1e46a42cc38bc052484804ddc6710a158f52cea6c91e0c6739142908ed2043ea2e3dc7eb8c22fc70925492cedb8a60c761d829375c114e9a179d5d63ee933605be9496685cf77fe188f38a8855bdd7d548530c5c6206f17332
H_min: 5.7541 | R: 1144 | Data: 2809b79783e25c6329d879ec302debbd0dc9ae33916540aea750c3c19bf26bd9e607035a29eb3272a41f3b154dfc2cb31958f8cf42dc9f759493bcacc0cea96f56342cf40465403e6cfd3b914317241dcfa4c03533e494ab85149b8e26ea7b5468eb3fe09a57a73bd45c03f871409230d701e3d74f86d39ee096ee4f3de4bae8
H_min: 5.6000 | R: 1135 | Data: e18f5d858cc7a1778676af3fd550c18907be29646f3226f849e99801efbc579652ff121cda107cfcc3240f599324e72cafd800c288cb52ebbe763d2eb1f9c3ef9087d1f1b604e5f2509b835911d27648f50d76b48a26d38a5785cf5d63079258465b15707126e856f442c6c0bb61ed600ebc75e7fae9942d74cc564b19b93c97
H_min: 5.9320 | R: 1119 | Data: ff87a9a40f678e4e8aa44cf4544c4c0a4869fb9231f28eba69bb9fdae3d9ecf023cc16291bd46513d7842889d9865221e9b4630e0665ffe4631e0e3906059b49dcef0354432a5f214eb6fc0977b7c73d5838c22c99a87ff37151209402944fd8e4f0b735fe2f5a0caca29e84eb6400a709f57485d52ffa6a37057eac3699853b
H_min: 5.9320 | R: 1111 | Data: 41dbf516d2a54a1591f2f0b466d4a541ba9cc89a8cebcd8159e87ee83b7a0168eb745dd43e99d955a27e9abc5abf31755041afe3feb63593f7a6d7da0317fd83e8ed5a83cc94ed5ba4eaa3465a004984545902278add2b78d4ac5eb25672574eafb1099127b43ead573a77fcbff576f050e579bd7b4e0baa472161d137f80b5f
H_min: 5.9320 | R: 1110 | Data: 64e2348e16ded598cd4132dc9abedfa33fd1c828ded5fedf973f4fa86222af1005fc56ca0d47e5acddd82c5f4ee8092293bfe3046e4249f19e2688a1c2535af20f0fa76dbb3fe4602e1204cf743e7e36e1a1379d500c47283306559c5bf3ff9780c2b4f53ab79c126f1b1deeecfffd27bbfcc126bd19768ec705f0cf2ba9bac4
H_min: 5.7541 | R: 1105 | Data: a6a4e3c3310315334b96ca6d43a2a64e2c1cba779789b39a6c6838e74dbdcb337e70466e4c15643fdbc78064b16c324c431418f7fd7dce0489b194a5824996f255d27c90fe8ed6c4f85aa960c25a24c3789b51491f839fabfa20ad2f08a02c82e4940560a61ac226d3ebb3cefa9adfdb11597ef00343aa0792b556cfe5c54377
H_min: 5.7541 | R: 1124 | Data: dae026e451f248f72f7b0008d9e5f0333f1d39043a6f979b5307a469c4485e0e94ab3fc27b080743ef970fae3f6648ee325a3c4d1ae5d6878b542ecb62bbc18568d830dfec3fc74d4d281ede796342b4e863550b6408c61f1dcb221a08c722be45c5642121a69927256c875416837c8c0e9e69b58bde04ce4df10bd3e35e7ef0
H_min: 5.7541 | R: 1139 | Data: f33cdcef35a2d9d06f79758640ef0705384f675cc6472e4624ae76582b258d1f897dfec774ba0fdabdfca09f28ec99afda04cacbb525a59212e2aa43afce23dcc4c4ea9a1b118e1982848a24182df5cad2c454924be67fbab0b103b554204bf3bc40aecd339d61f685f19b7fda5acfaf326d38a1a3ad5ce657b5c25ffe3135d3
H_min: 6.1425 | R: 1133 | Data: 8e6e5174d9754daf90a4d5d6dd8a36f848da24575c3a4d21944c1d6af2b5bc3199bbc65a17bb758a29c8ed8843215b5b7317053472abb1de871b10d3abedbcd44a53c5b686ad4ae237e0f48b56f1ef65de1dbf9a1897d5fd11be9470d27c525acae58dbf3e9efe07ac2bd17b89b7e8e024d252eee1f7633c9c4bf26f59cfa83c
H_min: 6.1425 | R: 1123 | Data: 08e078886d3ad162e7b66f3aaee5a20fe4079aa94c12f03ee7c5b62130024c97585062e47dea3083dbc8fbb9172c11701910e0a376fe2a3f3f8b12ece40a737a44ee374ae78b22e73a1da871f3d744433a23285726ec307dcda8ef9a8006114aeec9755a160835d11010abbc0dfda6cd426b4184d6657417f0b90c2b0b867b89
H_min: 6.1425 | R: 1121 | Data: abe3570d66088791370c074535414d06779192f27e8b173a5433ba90c0db05bed22d45fd7587cb78e9b05c5c17bd57a0786a75a13204fa17edc7d826a4ed14f12822d87455568a001e252c863bcd8a8852ee47d37990b5f6b35a8b91fff76ccb411c99ee2508f92b894b031f6baa89a5ebe127392bf05b3dbefdb2a5dcf99297
H_min: 6.1425 | R: 1132 | Data: a46e19e10487b2e03e23269d1004df83800fe2331b21dcc2f8981a4cae3947d9a801360fce8d12242d6319af4ee53b04d2172c8349fa7c69256bb7b238b8fd02653b214b99c2fc60023d2b4eece777d5e4e1e69ff776016bbd8cfd0cdc60e7c8cf1c3888e3d02dfeab9a73a4ebdce8df325ceb321c061e27adeb710bc0f94bf5
H_min: 5.9320 | R: 1122 | Data: fae80d08fe26e87c530e526f0aa3c866ff7a36568008dd04be98ee174124c4a10978a9cfc63809a64c777c4ac7673ca33975e5e6c38fe7800cc5c3382b7eba5f8615e1904d3ee4e63e8e4fcd7e30ee2d28b6c75c4102d6705373a6849881b264f807135106d05f8cbe48b37bb4ef9560caf441977f800f62820729718c07ac02
H_min: 5.7541 | R: 1118 | Data: 62cfce70cbb14aa6dd45932e1b68edb41c8e78e9ff7e636fdff10bf7765e58c7389767d1d5437ae030332fee776ed011856dead582333854a13d3130ec872fefa8c62d2e2c88654e82d72bc8d5c9bfc419ccb3f3289ecd6b980362bc5ae9adddf9e860f49185dbacb88450f768cef37b94d01617095bf9dcd1348ab814f8407a
H_min: 5.9320 | R: 1121 | Data: d02ef44898f99b196ca338ed17a336ca6ec63d749ca6db13de2eed634505b47a2287c0234bdbe96e22f624260930acc4d4be328e5636438869a67a07b1720ad9334efce00c8598c7d2bebba4750d29bd461206eba04f6d05e5ffe85142936e764bfd68cd37ca3769c21c75a7afc8cffd2fb7b10277200c22539fd8ba9281b0aa
H_min: 5.9320 | R: 1132 | Data: d5b9dafcb45e1b00ae68c17797807a0270208590e1d0422e61604e8a02a5e54cef9d1c1fe80fd8a690596ccd577370ad954b650c34927ac0c97387992a45294bb9b1c8e6a563fe2043589b9cce5dc0ed97cb6aac95d6c0f07202f32c44618510ed43a4a219f08759ccc41097590bf14853cf227d6cc7de7f210e039996b146c6
H_min: 5.9320 | R: 1107 | Data: a8ce1a444c55c3b73dc7ac84cf34de0ecedc7aacac35f4ea1663629158bca379a73e19bf151db8a7321d406f67e1ae56ff21e6264f8dd03135a1bbe94ac9b754c47ba68985e666b3454148a7abc8a7ccfea41b6cf360314cebb878a76278bc96c496d0a3184865b64dd36bf8f537936ffadf004312eb3d9e4655ad7a544f9f75
H_min: 5.9320 | R: 1151 | Data: bfa3e49bee59b7b8a6052e373ecb4ca7fc0c37af38f5538ec3cd0f41daeb1d5d45226d0e4b9f67db275c9fd73c508ac879e573182730ea61335b35a2e031149f0ca66deb5f1259a1224f6fefa5c8f4007210042d2407bcdc54a0ab6c9108e49f1f72b54b304cadc9bf69230e8547518e9ef12b12c67eb078675ecdc8b80b687f
H_min: 5.9320 | R: 1144 | Data: 752709947efab4df67e2daba2547a79e2c2185895c091eedbe18cf10727b15f0a98b358f6c927058f679c15aff5c9db4fcd65edfc9d79c1757c386337ee802773d758cdbcce3b5cf3bdc1cf9f29c2eb1f613182d90c0a0978ffa50a5099686d85febb2f08d17c6097b71def6a0e856bfd109621a8eb6d06448aa28c7f0efb96d
H_min: 6.1425 | R: 1119 | Data: 41d1b60ceeeb70e9023ed32cb66dc01e70f59a107928c10c428b71180291fad6f1c9093d0352413ab026863fa3a6ef741c7060e29a80d52f795f28ea95242b9fd5f4e7478cdc259466aa0da4b97151b77bafec7153deae4311e302606c83f703441f0f34cb0c82a104c21194b8bcd7f1be9bf57370b87077dbfa5269f30ecb46
H_min: 5.7541 | R: 1126 | Data: 27debae928842a430bdb9ff5aac4af899165c86f4f7d75c6a95c7eb84a8468fad7d2697840394ff0ab76b195b6c4de7d0f95f7c8de580a568c90e242dee781fe39e39e3c3d79cb7581c515a5dacb2ea95244b0ee6b93763cb5e4257720e43fc21d5cbe14839c5674532ccc92e811cbf5a12001bf5896bff2769f1695f60073fd
H_min: 5.9320 | R: 1109 | Data: ffa7ec0485343010f01869c235065e01855e2acf752d0df4cd195509a83637bb3e18b5af6b2feca68626273ff8b37bc273baf00e8f038db6a15a10fdfc7c9a55be145da30b4157a619225b42296bc940a2ce050a9780a75a500f8d74270e4b6594590fb0b34144bf789d0ea68f59fc80d87d6e195ace2c02534577fba574b879
H_min: 5.6000 | R: 1114 | Data: be230629cb5202d84da6350875a1942a8acf8c4efb0b5625befdafb5daa5db25a42b304dd58b8ffd411ee77731255ce143d38935cb0f35087d8ed8b55140079d13b52349d67d3180ca50e0d92a0885e3e3c232b59d085b05732108b0be5746c8a95bc270427fc4bc4c6d32fc310311801e634d1cc57165605e16df25e9db0ae3
H_min: 5.7541 | R: 1122 | Data: 9433ed4fdf599faa43b2a54b8cc615359297a9d8957fe93d180f5b6a575baf96f543d6dab648b396b0bdcee58db3cfb85d2afc6beff3fb2ce3fc05bf74fde9414da77d26df6cfcabd2ae45f168e5f9a80c39e392903ac99b50a28c72cbc330adad25ebe08d49a82d13952a6a1c83019c441d782e6b1d3cd791a7a9a2689833fe
H_min: 5.3425 | R: 1138 | Data: 9ab708fb89047171e7bfcab61ef24e12f73302f2dc88d7cc7842d1b1cd283e610167d8ef1c2b0bf2619a5c1e95d3508e642169348fb3d388c8211e72c527c2fdd4c0295914771a94a2c3c8c8c003a8d33037fbd39bf761bb45644736eae707523c9df81818f03826aef74ca377300b10100dfac501ab51a75c3960968f6417cb
H_min: 5.9320 | R: 1126 | Data: 4de52b9a612e82b29e5a1d310d93c38f5aa6bd2812124cb314bd6db4266e5112021e67aa3933fcd2dc4461b4aa01d56d27a5bfb815f78c2cf099e5e2ed845aa2e084281ee1e5617e57e18a24e722be179698c0897b3364f80901356ce3498a95a21e750bc4591bd816fba3426a3048e451081f718bea74341346b310a3e8ee24
H_min: 5.4641 | R: 1085 | Data: 098f4308e8f294bf4149267eb9c40095938eee89386d31ba0d37070e4ad00663c1fc0cf731186f2eb25ea3672f1b4f44b78e75b276c2351f8190bf7bef29282b8d92874c7e46172c2fa998fcbe01a0d09ce50a1a4322aaf3c6b453875de7281c44a2b6b7208c802e533cdfb8a3797d15c0bb7cfd1c697e745280ae5490b73db6
H_min: 6.1425 | R: 1108 | Data: 9ba6099c8b38e5054dd5f04019e436aa4d67f1af6e74ba374c0d80936a9fd416697957457184c745b2c78a07a9b0d34b0eff66d879937583d26a514b6445ba4d4786d2dce49420cd08766d4f9fbdc32f43211f7bde7a093a6ec40b5bf8a2f962aa41c0131f53707276f4dd2f098d2ba1f545cc3b1251ed2b9645da05b37533f1
H_min: 5.9320 | R: 1117 | Data: e2b21ba77f613efa316bca7558f4268755ab23812991a7d98c7177624f48d770bec2d08cc958c58da242aa5d597915ed1dbd483a86535d0ab9ee1c9b6beef1ec9811ce77aaba3deffdca9b5714cee302e57a36682dfca96d93ebadd2e39952dad68a0656b095728d5273ac96457a264e4869ba636b82184b8fa4fd5759683bde
H_min: 5.7541 | R: 1127 | Data: 5f079f0d5257b3b28fc48248feea532a3892cb4c558c0137315d3bc68e5053a0fa7617ef7e0f5c8091fb191a8a22435627c2bb4a82d77ee840499746efbdbc2f8db7f448dd5098dd57351c9f9ceb0720e31f93c41cd7e127bf3061af7c0ab663b531f8fead6043ce5ef76387c0acfde50b92575133bdd067628c018f95175061
H_min: 5.7541 | R: 1117 | Data: cfa3f6e178ee630e88a3c55ad479a4cee73f63f638bac91568304d287de5a50d5d5cb1fe22fa082dff939d318007895c2dd14bf139cc33977a431e870e3c12294bd50c4da07b89ed63f80300428bebf2566cf0f5c857ab74de11d7480dba3185ca6ea9873232e1aa2cd78f3d80b9e6652c4a06e4bf7e27652f268c5903f1adae
H_min: 5.9320 | R: 1111 | Data: d3136c173b0f6e37d0089efead439f43f332871c934ffc9534cb79e2c1bef5ea132240e4e71e4a641dd4f1820a94251aee500edd2093b17d20afac1415d612e4b0babd884b5090a56381fb60923414b4b2f0ec9b421178a6ff45c69cabb2dacd25f55f8ae23a45734b21d0e566d45db6173afbe9ceba82fd373dd5c6a2aaf9a7
H_min: 6.1425 | R: 1106 | Data: 39b1dcfd9e99e5e38b10987d7054722b3ed83086daf431d9cf2520c8365a5f2688d413bb7fa481b1d15ead300d1de28ce452eb378d7b835b062598ac3c4e67e76d48c7a2a33c4ec430c051fdea0d5dccecbd32e3908e07d584817d872e0313859cd54b9f31f784f1aef24227086647e695a870b30fc793f068b679ef2748746f
H_min: 6.1425 | R: 1106 | Data: 6d03aac46b3bd96bfddc2f40255afe3dffcbedb89dd9f704d08018504045771122d1822b7bb0a9da9671421daa54cbfa1e286eea432962afa6ac37c74187136c390b7c9ab413bf9881ecb9b11f6e00e26b5e866ac77b4d974269114526e1e5a9847f73c5e709f73263aa24aa2526b69931a52999a10860e63b3744746a32a056
H_min: 5.7541 | R: 1133 | Data: d384d4ccef36ca36e17b8b0f26850996d089e93e108c0b8fee3f3c2ca579ea1d157de6a8795c29595272286a23400a41a399036f9b49818dac7e06b6af55fc1fb5ce20188909ce6e7697ad41405cbc53231c688f1dbdb4e8d21369a4dc224a7606292f952b079046d19a6d6b961abb636b455d08583a63e70082e561785c4f21
H_min: 5.9320 | R: 1155 | Data: a3eea7efdc0b6563adb3d2c2792d8f4dd5862c018883f9888ae8148b0a6f98096c172ecb8fbbc5944088f155dd331cab12249be7eed2adb4c203b29a905a032bdb1ffa82d4d259bbceb52d90517459f95c78104f984e80a78c343e28c34d06a0226105f1f96ca9ac02322ca75a0dafb84d1bff5a70bcd7cfacb520e0e87632d3
